MIDA_PER_ID|CASE_OUTCOME|STATUS|CASE_APPLIC_DTE
13114289|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13114315|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13114317|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13114439|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13114480|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13114685|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13115126|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13116828|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13117216|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13117302|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13117304|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13117322|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13117777|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13117915|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13117964|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13117990|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13118033|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13118109|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13118358|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
13121219|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13121367|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13121413|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13121496|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13121526|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13121781|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13122121|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13122316|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13122423|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13122580|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13122734|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13122806|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13123157|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13123744|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13123772|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13124128|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13128455|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13129200|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13129209|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13129238|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13129252|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13129278|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13129286|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13129295|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13129304|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13129346|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13129351|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13135064|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13135830|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13136076|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13136656|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
13148120|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13152983|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13173394|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13181253|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13181366|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13182115|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13183552|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13184248|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13188802|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13189079|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13194735|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13195039|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13195363|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13195438|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13195634|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13196092|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13197924|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13198052|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13198317|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13200008|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13201873|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13201939|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13202021|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13203079|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13203535|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13204265|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13204307|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13204423|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13204474|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13204699|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13205291|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13205407|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13205469|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13205734|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13206143|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13206201|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13206268|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13206344|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13206384|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13206403|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
13206411|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13206489|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13206518|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13206551|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13206584|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13206748|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13206806|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13206816|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13206899|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13206901|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13206948|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207111|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13207318|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207847|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207853|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207861|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207881|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207903|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207937|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207940|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207953|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207973|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13207996|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208014|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13208015|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208036|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208041|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208070|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208079|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208092|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208171|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208180|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208191|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13208207|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208220|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208255|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208270|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13208304|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208363|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208405|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13208425|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208443|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13208475|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208509|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208527|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13208600|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208615|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208680|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13208703|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13208720|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208721|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208756|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13208761|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13208778|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13208816|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13208817|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208822|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208871|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208879|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208912|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13208930|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208943|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13208950|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209006|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209013|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209078|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209084|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209098|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209106|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13209215|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13209255|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13209288|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209333|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209355|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209394|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13209398|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209405|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209427|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209434|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209475|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209655|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209668|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13209760|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13210159|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213322|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213348|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213351|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213358|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213359|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213377|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213387|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213398|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213403|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213430|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213435|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213442|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213450|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213468|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213513|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213524|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213529|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213538|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213574|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213575|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213589|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213599|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213600|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13213607|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213651|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213668|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213669|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213677|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213713|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213773|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13213801|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13213838|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214296|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214373|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214383|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214401|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214411|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214424|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214437|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13214444|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214450|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214463|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214505|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214507|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13214522|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13214545|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13214566|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13214599|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13215792|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13215796|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13215800|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13215815|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13215821|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13215874|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13215946|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216007|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216033|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216060|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13216099|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216180|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13216181|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216257|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216262|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216264|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216293|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216294|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
13216333|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216346|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216356|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13216370|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216371|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216505|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216506|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13216532|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216538|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216590|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13216600|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216679|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216777|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13216844|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13216895|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216930|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13216938|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216950|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13216959|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217023|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217114|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13217129|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217133|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217142|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13217149|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
13217288|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217402|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217418|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13217497|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13217508|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217718|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217780|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217797|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13217841|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13218031|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13218094|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13218300|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13220343|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13220352|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13220363|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13220398|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13220433|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13220449|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13220814|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13220819|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13220920|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13220939|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221056|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221147|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221148|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13221159|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221179|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221201|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221224|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221280|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221301|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13221311|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221316|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13221320|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221351|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221377|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221531|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13221611|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221861|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221876|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13221956|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13221968|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13221999|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222021|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222051|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222059|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222095|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13222155|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13222220|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13222281|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13222290|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13222310|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13222363|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13222543|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13222636|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13222640|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222681|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222693|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222731|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222779|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222799|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222860|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13222878|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13223099|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13223164|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13223172|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13223230|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13223236|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13223330|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13223335|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13223348|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13223376|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13223460|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13223486|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13223741|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13225389|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13225405|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13225498|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13226268|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13226564|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13227230|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
13227645|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13227852|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13227903|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13228332|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13230127|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13230264|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13230324|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13230356|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13230469|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13230515|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13230881|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13231000|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13231016|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13231097|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13231368|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13231556|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13232102|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13233694|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13233824|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13233849|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
13234280|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13234770|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13235072|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13236744|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13236851|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13237008|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13237570|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13238552|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13239021|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13239272|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13239317|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13242998|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13244107|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13244828|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13245180|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13247319|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13248926|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13249316|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13249869|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13251157|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
13251684|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13254219|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13254335|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13254466|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13254501|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13255532|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13255663|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13255873|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13255946|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13255985|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13256356|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13256598|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13256959|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13257092|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13257127|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13257167|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13257478|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13258276|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
13258487|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13258820|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
13258870|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13259003|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13259229|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
13259391|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
