MIDA_PER_ID|CASE_OUTCOME|STATUS|CASE_APPLIC_DTE
4390535|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4391665|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4429984|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
4430002|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
4433253|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4444310|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4446674|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
4450816|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4451308|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
4454911|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4455654|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4457461|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4462141|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
4470944|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
4479190|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
4483395|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4493173|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
4499976|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4499988|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
4502494|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
4506853|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4514768|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4525964|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4528912|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
4530979|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4541323|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4558687|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4563229|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
4564419|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
4566799|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
4569906|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4574585|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
4591358|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4601571|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
4606457|GRANT I.L.R. (KOL TEST)||07/04/2015 00:00
4608124|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
4608691|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
4609919|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4610338|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4614295|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
4614365|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4616488|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4616552|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
4618091|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4619923|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4619960|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
4621161|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4621248|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4623517|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4623775|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4623957|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4627080|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4627088|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4627099|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4627105|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4631362|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
4631677|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4637899|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4638413|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
4638524|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
4639112|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4644059|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4646245|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4648042|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4650388|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
4654844|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
4656974|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
4661835|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
4662688|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
4663778|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4664122|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4666251|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
4666644|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4668808|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4670074|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
4670260|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4671350|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4676355|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4683155|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4683601|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4687984|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
4690798|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
4692329|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4694285|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4695987|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4698298|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
4701192|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4704472|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4705985|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4705989|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4710219|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4713722|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4714764|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4716427|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
4730698|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
4743073|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4755450|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
4756115|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4761460|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4761573|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4785482|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4786551|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
4787308|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4801602|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4801857|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4805690|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
4807390|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
4813524|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4813771|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
4822397|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4829797|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4831352|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4831353|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4835298|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4846876|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4847230|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4847422|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4847889|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
4853390|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4856982|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4858084|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4859697|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
4866556|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
4872985|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4877629|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4879599|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4879884|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4880155|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4882830|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4883172|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4883434|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4896981|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
4899617|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
4900188|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
4900301|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4932116|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
4938028|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4944899|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4948342|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
4963459|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4975239|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
4983881|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
4984216|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
4988411|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
5022179|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
5022281|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5030713|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
5033950|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
5040037|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
5051038|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5053671|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
5068338|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5070988|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5088030|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
5102670|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5131698|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5148389|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
5158678|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
5159387|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5171426|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5172741|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
5178019|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
5182447|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5203354|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5208211|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
5213556|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5217296|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
5220213|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5221534|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
5260652|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5263415|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
5268576|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5277383|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5279114|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5500324|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
5512763|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5513967|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5520107|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5529003|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5547351|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5548079|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5552087|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5552472|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5561825|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
5583210|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
5597335|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5610102|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
5612856|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5634635|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5655936|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
5657261|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
5657554|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5686124|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5688854|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
5700410|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
5712561|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5754823|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
5757222|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5762282|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5762283|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5796927|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5803835|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
5837162|GRANT I.L.R. (KOL TEST)||11/04/2015 00:00
5838074|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
5845301|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
5861539|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
5863179|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5864439|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5873864|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5881776|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
5892893|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5894012|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
5904108|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5905463|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
5908613|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5937834|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5944088|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
5945357|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
5961297|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
5962084|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
5966549|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
5974144|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
5989862|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
5997935|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
6003616|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6022650|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6038553|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
6065253|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6074234|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6075907|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
6077833|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
6081844|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
6123329|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6145781|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
6167198|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
6171306|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6189665|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
6199966|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
6216816|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
6217299|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
6217728|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
6219338|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
6222296|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
6248039|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
6253201|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
6255326|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
6269635|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
6295796|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
6304792|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
6308650|GRANT I.L.R. (KOL TEST)||25/03/2012 00:00
6327847|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
6343359|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
6373184|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
6375705|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
6411964|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
6413379|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6441528|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
6441888|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
6445752|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
6464446|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
6503407|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
6506789|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
6510880|GRANT I.L.R. (KOL TEST)||21/06/2014 00:00
6531836|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
6548595|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
6555967|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
6558721|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
6595184|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
6618610|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6622588|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
6632863|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
6645059|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6647549|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
6653237|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
6664443|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
6675776|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
6717169|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
6730326|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
6761090|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
6807082|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
6862825|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
6910016|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6939276|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
6968572|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
6968700|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6975732|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6976698|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
6980348|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
7001014|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7012869|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7018001|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7024861|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7042733|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7069063|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7098769|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7131913|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
7149186|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
7170935|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
7174271|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7176917|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
7197257|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
7202096|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
7225500|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
7226257|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
7228575|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7232915|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7237599|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7237817|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7238280|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7247094|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7248797|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
7249521|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7264071|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7265648|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7267127|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
7273236|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
7275674|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7282467|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7283841|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7297694|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7298617|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
7301275|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7304315|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
7305161|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7306110|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7306193|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7321688|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
7327822|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
7329986|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7340879|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7341153|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7345688|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7346954|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
7355037|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
7356647|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
7359113|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7365059|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7365239|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7365244|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7374598|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7379393|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7380790|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
7396778|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7401915|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7406406|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7414029|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7415090|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7422740|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7427067|GRANT I.L.R. (KOL TEST)||03/01/2010 00:00
7427832|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
7436334|GRANT I.L.R. (KOL TEST)||02/01/2010 00:00
7453618|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7454575|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7455278|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7463369|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7464143|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7471782|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7479791|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7485317|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
7497369|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
7535766|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7545496|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7546956|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7556794|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7560945|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
7561501|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7562747|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7562749|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7565200|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7580774|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7582412|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7624813|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7640887|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
7658733|GRANT I.L.R. (KOL TEST)||10/04/2015 00:00
7671984|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7688302|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
7717207|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7722691|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7722795|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
7729016|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7730680|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
7731865|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7750780|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
7752971|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7758346|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7772110|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7773469|GRANT I.L.R. (KOL TEST)||19/06/2014 00:00
7774883|GRANT I.L.R. (KOL TEST)||23/03/2012 00:00
7776251|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7777042|GRANT I.L.R. (KOL TEST)||04/01/2010 00:00
7779149|GRANT I.L.R. (KOL TEST)||20/06/2014 00:00
7780344|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
7781405|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7782039|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7799135|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7799176|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7799570|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7805727|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7810635|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7836242|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7874313|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
7878958|GRANT I.L.R. (KOL TEST)||08/04/2015 00:00
7936007|GRANT I.L.R. (KOL TEST)||18/06/2014 00:00
7938446|GRANT I.L.R. (KOL TEST)||21/03/2012 00:00
7950675|GRANT I.L.R. (KOL TEST)||05/01/2010 00:00
7959273|GRANT I.L.R. (KOL TEST)||22/03/2012 00:00
8001945|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
8011604|GRANT I.L.R. (KOL TEST)||24/03/2012 00:00
8014286|GRANT I.L.R. (KOL TEST)||09/04/2015 00:00
8018370|GRANT I.L.R. (KOL TEST)||17/06/2014 00:00
